feature,classifier_attribution
NUPR1,0.00058416947
MICALCL,0.0005840165
SULT1A3,0.00058343186
ZNF670,0.0005830829
MYCT1,0.000582742
SLC24A6,0.00058272894
PPME1,0.00058252335
TMEM80,0.0005824666
VCPIP1,0.00058236433
NEK10,0.00058218674
SMPD4,0.0005821865
YPEL4,0.00058187154
PDK1,0.00058066234
TRIM21,0.00057934853
RBMX,0.000577757
RBM7,0.0005773901
RBM4,0.0005772974
PTPRD,0.0005771013
SYNCRIP,0.00057640206
TMED1,0.0005763378
MTCH1,0.000575925
RBM39,0.00057572895
MUC1,0.00057532714
PREX1,0.0005752488
ZNF333,0.0005752429
TUBA4A,0.0005751735
NFIB,0.0005750415
OSBP,0.000574912
VMO1,0.00057486596
TBL3,0.00057484175
NUFIP2,0.000574724
PHKA1,0.0005746377
TBC1D19,0.00057459483
SPRYD4,0.0005745359
MRGPRX1,0.0005735961
NDUFS3,0.00057278946
UIMC1,0.00057255046
MASTL,0.00057254324
XCR1,0.00057251833
PDXK,0.00057250715
MAP7D2,0.0005724172
NCAM2,0.0005720947
SAP130,0.0005717251
ZNF24,0.0005717169
ZNF251,0.00057103176
NID1,0.0005708776
RIT2,0.00057044486
SLC5A11,0.000570266
SLTM,0.0005700832
SPRED1,0.0005698626
ZSCAN1,0.00056963676
TPT1,0.0005694193
PLXNC1,0.0005694085
SLC25A12,0.0005692803
SSRP1,0.0005686012
SYK,0.0005676652
RFX1,0.0005674155
PNPLA7,0.000567235
MBOAT1,0.00056706177
VASH1,0.0005664741
ODF4,0.000566215
PKLR,0.00056520035
ZYG11B,0.00056463294
PINX1,0.0005642574
RFPL4A,0.0005636013
RARRES3,0.0005632429
SYNJ1,0.00056320126
SNHG3,0.0005630422
NR1I2,0.000561752
RTP1,0.00056128186
RAB9B,0.00056115864
PTP4A3,0.0005611393
TCEB3,0.0005609694
OTUB1,0.0005606411
RBPMS2,0.00056060596
MAGED2,0.0005604967
TTLL9,0.0005602422
RUVBL1,0.0005599639
TRAF3IP1,0.0005598749
S100A11,0.0005597513
SLAMF7,0.00055947405
MRPS10,0.0005583684
SYT5,0.0005576014
RCCD1,0.00055745087
MAPK8IP3,0.00055677234
PTHLH,0.00055675546
RPL18,0.00055666856
OR5K4,0.00055656285
ZNF594,0.0005556855
PIK3CD,0.0005554625
MRPL43,0.0005553179
SOSTDC1,0.00055505853
TPH2,0.0005548499
ZNF587,0.0005547972
MKKS,0.000554789
